"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Sertaneja,Roxa,Mecanizada,11.364,12.810,13.017,13.554,14.669,15.909,17.975,20.041,33.057,36.364
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,6.317,6.611,6.612,6.860,7.231,7.645,8.677,9.711,13.223,14.814
,,Inaproveitáveis,1.136,1.181,1.185,1.207,1.281,1.345,1.591,1.750,1.983,2.521
,,,,,,,,,,,,
,Mista,Mecanizada,10.380,11.570,11.777,12.273,13.223,14.256,15.909,17.562,31.818,35.000
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,5.710,6.033,6.322,6.488,6.924,7.438,8.264,9.091,13.016,14.587
,,Inaproveitáveis,1.038,1.082,1.085,1.107,1.157,1.215,1.361,1.500,1.952,2.335
,,,,,,,,,,,,
Sertanópolis,Roxa,Mecanizada,11.500,14.460,14.600,14.460,15.250,16.240,17.900,31.000,35.120,41.000
,,Mecanizável,6.000,7.200,7.200,7.200,7.600,8.090,8.900,23.250,26.340,30.750
,,Não Mecanizável,2.500,3.000,3.000,3.000,3.160,3.370,3.700,15.500,17.560,20.500
,,Inaproveitáveis,1.300,3.000,3.000,3.000,3.160,3.370,3.700,7.750,7.750,9.000
,,,,,,,,,,,,
,Mista,Mecanizada,10.300,12.300,12.300,12.300,12.970,13.810,15.200,24.800,28.096,33.000
,,Mecanizável,5.000,6.000,6.000,6.000,6.330,6.740,7.400,18.600,21.072,24.000
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,,
,,,,,,,,,,,,
Siqueira Campos,Mista,Mecanizada,7.645,7.645,8.884,8.884,8.884,10.331,12.521,13.637,17.590,18.500
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,3.802,3.802,3.802,3.802,3.801,4.410,5.696,5.715,5.580,5.800
,,Inaproveitáveis,900,1.071,1.071,1.071,1.071,1.141,1.369,1.294,1.870,2.275
,,,,,,,,,,,,
Sulina,Mista,Mecanizada,6.500,9.000,12.500,12.500,12.800,13.500,18.700,21.300,21.550,24.500
Mecanizável,4.200,6.000,9.500,9.000,9.500,10.200,12.000,13.500,13.800,16.000,,
Não Mecanizável,3.100,4.000,5.500,5.100,5.300,5.800,8.000,8.200,8.500,9.000,,
Inaproveitáveis,520,700,850,800,850,950,1.100,1.200,1.200,1.300,,
,,,,,,,,,,,,
