Unnamed: 0,Unnamed: 1,Mecanizada,10.000,12.500,12.500.1,13.100,16.000,18.500,24.500,27.500,30.300,33.000
,,Mecanizável,,,,,,,,,,
,Roxa,,,,,,,,,,,
,,Não Mecanizável,5.000,6.250,6.250,6.550,8.000,9.250,12.250,13.750,15.150,16.500
,,Inaproveitáveis,1.000,1.250,1.250,1.310,1.600,1.850,2.450,2.750,5.450,5.400
,,Mecanizada,9.000,11.500,11.500,12.100,14.600,17.000,22.000,24.750,27.300,31.000
,,Mecanizável,,,,,,,,,,
Lobato,Mista,,,,,,,,,,,
,,Não Mecanizável,4.500,5.750,5.750,6.050,7.300,8.500,11.000,12.375,13.650,15.500
,,Inaproveitáveis,900,1.150,1.150,1.210,1.460,1.700,2.200,2.475,4.910,6.200
,,Mecanizada,8.000,10.000,10.000,10.500,12.500,15.000,20.000,22.275,24.500,27.000
,,Mecanizável,,,,,,,,,,
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,4.000,5.000,5.000,5.250,6.250,7.500,10.000,11.138,12.250,13.500
,,Inaproveitáveis,800,1.000,1.000,1.050,1.250,1.500,2.000,2.228,4.410,5.400
