Unnamed: 0,Mecanizada,5.579,6.198,8.884,8.884.1,8.884.2,10.331,12.562,11.570,16.860,18.500
Santana do,Mecanizável,,,,,,,,,,35.360
MistaItararé,Não Mecanizável,3.842,3.842,3.842,3.842,4.149,4.419,5.700,6.156,7.100,7.900
,Inaproveitáveis,882,882,882,882,952,1.019,1.314,1.364,1.750,2.275
