Unnamed: 0,Unnamed: 1,Mecanizada,9.000,10.700,14.500,14.500.1,14.500.2,16.529,20.661,24.793,24.793.1,33.800
,,Mecanizável,8.500,9.000,9.000,9.000,9.000,11.570,14.050,16.860,16.860,28.392
,Mista,,,,,,,,,,,
,,Não Mecanizável,,,,,,,7.851,9.421,9.421,15.548
,,Inaproveitáveis,,,,,,,,,3.720,9.844
,,Mecanizada,8.000,9.000,11.000,10.330,10.330,12.397,16.529,16.860,20.661,31.085
,,Mecanizável,7.000,8.000,7.500,7.500,7.500,9.091,12.050,14.876,14.876,26.111
Guaporema,Roxa,,,,,,,,,,,
,,Não Mecanizável,,6.000,6.000,6.000,6.000,6.612,7.438,9.298,9.298,11.812
,,Inaproveitáveis,,,,,,,,,,
,,Mecanizada,6.200,7.400,8.200,8.246,9.000,10.331,14.876,18.595,18.595,27.290
,,Mecanizável,6.000,6.400,6.000,6.000,6.000,7.438,12.050,14.504,14.504,22.923
,Mista,,,,,,,,,,,
,,Não Mecanizável,,5.000,5.000,5.000,5.000,6.198,6.992,8.740,8.740,12.553
,,Inaproveitáveis,,,,,,,,,,
