"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Mamborê,Roxa,Mecanizada,12.190,18.595,22.934,24.500,25.620,27.900,27.900,35.123,38.700,43.000
,,Mecanizável,9.246,15.702,16.935,17.800,18.388,22.233,22.233,25.600,27.400,31.000
,,Não Mecanizável,6.508,7.025,9.200,9.750,10.124,14.000,14.000,15.700,16.650,19.340
,,Inaproveitáveis,1.116,1.600,1.627,1.650,1.931,3.000,3.000,4.500,4.850,5.640
,,,,,,,,,,,,
,Mista,Mecanizada,9.711,16.464,16.500,17.000,18.926,21.600,23.500,27.730,35.100,41.630
,,Mecanizável,7.645,12.936,13.503,13.300,14.545,18.366,19.650,23.180,25.960,29.500
,,Não Mecanizável,5.124,9.000,9.070,8.524,9.504,12.333,12.333,14.430,15.550,17.450
,,Inaproveitáveis,909,1.480,1.500,1.414,2.121,3.000,3.000,3.800,4.060,4.650
,,,,,,,,,,,,
Mandaguaçu,Roxa,Mecanizada,11.000,13.750,13.750,15.100,18.500,22.000,24.500,33.000,36.300,43.500
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,5.500,6.875,6.875,7.550,9.250,11.000,12.250,16.500,18.150,21.750
,,Inaproveitáveis,1.100,1.375,1.375,1.510,1.850,2.200,2.450,3.300,6.530,7.100
,,,,,,,,,,,,
,Mista,Mecanizada,10.000,12.500,12.500,13.750,16.700,20.000,22.000,29.700,32.700,39.000
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,5.000,6.250,6.250,6.875,8.350,10.000,11.000,14.850,16.350,19.500
,,Inaproveitáveis,1.000,1.250,1.250,1.375,1.670,2.000,2.200,2.970,5.890,7.800
,,,,,,,,,,,,
,Arenosa,Mecanizada,9.000,11.500,11.500,12.650,15.000,18.000,20.000,26.730,29.400,35.000
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,4.500,5.000,5.750,6.325,7.500,9.000,10.000,13.365,14.700,17.500
,,Inaproveitáveis,900,1.150,1.150,1.265,1.500,1.800,2.000,2.673,5.290,7.000
,,,,,,,,,,,,
Mandaguari,Roxa,Mecanizada,11.000,13.750,13.750,15.100,18.500,22.000,24.500,30.000,33.000,39.500
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,6.200,6.875,6.875,7.550,9.250,11.000,12.250,15.000,16.500,19.750
,,Inaproveitáveis,1.100,1.375,1.375,1.510,1.850,2.200,2.450,3.000,5.940,6.500
,,,,,,,,,,,,
Mandirituba,Mista,Mecanizada,4.442,5.372,6.070,7.107,8.195,9.050,10.620,13.521,16.942,19.314
Mecanizável,4.442,4.463,4.856,5.785,6.556,7.355,8.719,10.817,13.554,15.451,,
Não Mecanizável,1.488,1.570,1.860,2.149,2.417,2.707,3.678,4.597,5.760,6.567,,
Inaproveitáveis,190,210,304,364,395,455,2.190,2.975,3.727,4.249,,
,,,,,,,,,,,,
