Unnamed: 0,Mecanizada,6.198,11.000,12.700,11.700,12.300,14.500,17.000,21.500,26.800,34.900
Quedas do,Mecanizável,4.958,8.000,9.600,7.200,7.500,8.800,10.300,13.600,16.200,25.600
MistaIguaçu,Não Mecanizável,3.719,4.500,4.500,3.100,3.400,4.000,4.700,6.400,7.300,15.200
,Inaproveitáveis,2.066,1.900,1.900,1.100,1.150,1.350,1.600,2.400,2.700,5.300
