Congonhinhas,Roxa,Mecanizada,2.000,1.989,2.277,2.550,3.200,7.740,7.607,8.314,9.090
,Mecanizável,-,-,-,-,-,-,-,,,
,Não Mecanizável,800,758,887,1.000,1.250,3.422,3.420,3.325,4.999,
,Inaproveitáveis,200,80,133,200,320,774,760,830,900,
,,,,,,,,,,,
Mista,Mecanizada,1.300,1.389,1.550,1.700,2.100,6.100,5.470,6.230,7.000,
Mecanizável,-,-,-,-,-,-,-,,,,
Não Mecanizável,500,492,826,900,1.050,2.900,2.735,2.500,2.700,,
Inaproveitáveis,170,50,90,150,210,610,547,620,700,,
