Unnamed: 0,Tipo de,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Munícipio,2016TerraClasse / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015
