"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Guaraci,Arenosa,Mecanizada,8.300,8.300,8.300,9.100,10.200,10.800,10.800,24.500,27.680,32.000
,Mecanizável,8.300,8.300,8.300,9.100,10.200,10.800,10.800,18.375,20.760,24.000,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,4.950,4.950,4.950,5.400,6.060,6.430,6.430,6.125,6.125,7.300,
,,,,,,,,,,,,
,Roxa,Mecanizada,6.000,6.200,6.200,6.750,7.600,8.100,8.100,19.600,22.144,26.000
,Mecanizável,6.000,6.200,6.200,6.750,7.600,8.100,8.100,14.700,16.608,19.500,
,Não Mecanizável,4.400,4.550,4.550,4.960,5.570,5.900,5.900,8.820,11.072,13.000,
,Inaproveitáveis,4.400,4.550,4.550,4.960,5.570,5.570,5.570,5.880,5.536,6.500,
,,,,,,,,,,,,
,Mista,Mecanizada,4.800,4.960,4.960,5.400,6.060,6.430,6.430,15.680,17.715,20.500
,Mecanizável,4.800,4.960,4.960,5.400,6.060,6.430,6.430,11.760,13.286,15.000,
,Não Mecanizável,3.100,3.300,3.300,3.600,4.040,4.300,4.300,7.840,8.858,10.000,
,Inaproveitáveis,3.100,3.300,3.300,3.600,4.040,4.300,4.300,4.700,4.429,5.000,
,,,,,,,,,,,,
Guaraniaçu,Arenosa,Mecanizada,5.170,8.500,12.400,11.500,12.200,14.300,16.300,20.800,26.000,33.700
,Mecanizável,2.950,4.600,9.000,6.800,7.500,8.800,10.050,13.200,15.600,24.500,
,Não Mecanizável,2.330,3.200,4.500,3.100,3.300,3.800,4.350,6.000,6.900,14.300,
,Inaproveitáveis,1.740,1.700,2.100,1.200,1.300,1.500,1.700,2.700,2.900,5.100,
,,,,,,,,,,,,
Guarapuava,Mista,Mecanizada,11.100,15.700,16.100,14.900,17.800,17.800,19.600,30.000,30.000,30.500
,Mecanizável,5.600,7.600,5.800,4.600,7.800,8.000,8.800,11.500,11.800,11.800,
,Não Mecanizável,3.600,4.200,4.150,3.000,4.500,4.900,5.300,6.200,6.500,6.500,
,Inaproveitáveis,1.500,1.850,2.100,1.300,2.800,2.800,3.000,3.900,3.900,3.900,
,,,,,,,,,,,,
Guaraqueçaba,Mista,Mecanizada,5.500,5.800,6.500,7.500,8.000,9.200,10.000,13.000,14.000,15.000
,Mecanizável,2.500,2.700,3.000,4.000,5.000,5.750,6.000,7.000,7.500,8.000,
,Não Mecanizável,950,960,1.300,1.350,1.700,1.950,2.000,2.500,2.500,3.000,
,Inaproveitáveis,750,750,800,800,800,900,950,1.500,1.500,1.600,
,,,,,,,,,,,,
Guaratuba,Mista,Mecanizada,11.500,12.000,14.000,15.500,17.000,20.000,21.000,24.000,25.000,27.000
Mecanizável,4.600,5.000,6.500,8.000,9.500,13.000,13.000,15.500,16.000,17.000,,
Não Mecanizável,2.000,2.200,3.500,4.000,4.700,5.500,5.500,6.500,7.000,7.000,,
Inaproveitáveis,1.000,1.100,1.600,1.250,1.300,1.300,1.300,2.000,2.000,2.500,,
,,,,,,,,,,,,
