"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Piraquara,Mista,Mecanizada,5.641,6.612,7.934,9.504,10.711,11.983,12.810,16.066,19.339,22.046
,Mecanizável,5.641,5.661,6.347,7.438,8.569,9.628,10.496,12.853,15.471,17.637,
,Não Mecanizável,1.364,1.405,1.860,2.231,2.324,2.603,4.711,5.462,6.575,7.496,
,Inaproveitáveis,171,200,397,475,496,558,2.810,3.535,4.255,4.850,
,,,,,,,,,,,,
Pitanga,Mista,Mecanizada,6.000,6.600,7.524,7.524,7.969,9.164,13.239,17.980,18.500,24.600
,Mecanizável,4.460,4.900,5.586,5.586,5.916,6.803,9.231,9.552,15.400,21.700,
,Não Mecanizável,2.700,2.970,3.267,3.267,3.460,3.979,6.537,6.877,8.700,11.400,
,Inaproveitáveis,1.485,1.635,1.799,1.799,1.904,2.189,2.562,3.995,3.800,4.500,
,,,,,,,,,,,,
Pitangueiras,Roxa,Mecanizada,12.400,12.400,13.200,13.200,17.000,17.000,18.700,28.500,32.200,37.500
,Mecanizável,10.500,12.400,13.200,13.200,17.000,17.000,18.700,21.375,24.150,28.000,
,Não Mecanizável,6.000,7.440,8.000,8.000,10.300,10.300,11.330,14.250,16.100,19.000,
,Inaproveitáveis,4.900,7.440,8.000,8.000,10.300,10.300,10.300,7.125,7.125,8.000,
,,,,,,,,,,,,
,Mista,Mecanizada,9.500,12.400,13.200,13.200,16.000,16.000,17.600,22.800,25.760,30.000
,Mecanizável,6.500,12.400,13.200,13.200,16.000,16.000,17.600,17.100,19.320,22.000,
,Não Mecanizável,4.500,7.440,8.000,8.000,9.700,9.700,10.670,10.260,12.880,15.000,
,Inaproveitáveis,,,,,,,,,,,
,,44.608,,,,,,,,,,
,Arenosa,Mecanizada,8.500,10.330,11.160,11.160,13.500,13.500,14.850,18.240,20.608,12.848
,Mecanizável,8.500,10.330,11.160,11.160,13.500,13.500,14.850,13.680,15.456,18.000,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,,,,,,,,,,,
,,,,,,,,,,,,
"Planaltina doParaná",Arenosa,Mecanizada,3.250,4.000,4.500,4.800,5.900,6.500,7.500,8.500,11.770,22.314
,Mecanizável,2.900,3.543,3.960,4.208,5.192,5.711,6.590,7.380,10.000,18.743,
,Não Mecanizável,1.750,2.150,2.475,2.630,3.546,3.900,4.500,5.040,6.980,10.264,
,Inaproveitáveis,1.400,1.726,1.890,2.008,2.694,2.963,3.390,3.797,4.043,6.479,
,,,,,,,,,,,,
Planalto,Mista,Mecanizada,10.650,14.400,16.800,18.600,18.600,22.000,25.000,33.000,36.000,40.500
Mecanizável,,,,,12.500,19.000,20.000,26.400,27.000,32.000,,
Não Mecanizável,4.500,5.000,5.500,6.600,6.900,8.000,10.000,12.500,13.000,14.300,,
Inaproveitáveis,850,1.020,1.100,1.100,1.200,1.400,1.500,2.000,2.000,2.200,,
,,,,,,,,,,,,
