Unnamed: 0,Unnamed: 1,Mecanizada,11.570,15.215,15.111,15.000,17.000,24.500,24.580,33.057,35.500,36.000
,,Mecanizável,9.752,11.570,11.970,11.720,12.200,21.250,22.300,28.099,28.400,30.600
,Roxa,,,,,,,,,,,
,,Não Mecanizável,6.364,8.264,8.534,8.167,8.500,9.310,9.350,10.500,15.000,18.595
,,Inaproveitáveis,909,1.400,1.450,1.374,1.420,3.500,3.500,4.000,4.500,4.800
Moreira Sales,,,,,,,,,,,,
,,Mecanizada,9.752,12.348,11.676,11.220,11.550,17.350,18.044,28.098,30.000,30.000
,,Mecanizável,7.686,10.143,9.811,9.418,9.800,13.800,14.490,23.883,24.000,25.500
,Mista,,,,,,,,,,,
,,Não Mecanizável,4.050,7.938,7.239,7.035,7.500,7.850,8.000,10.500,11.350,11.350
,,Inaproveitáveis,868,1.101,1.120,1.120,1.200,2.000,3.000,3.500,3.500,3.500
