Unnamed: 0,Unnamed: 1,Mecanizada,7.300,8.700,8.730,8.750,9.180,9.350,10.300,18.500,20.600,22.450
,,Mecanizável,3.800,4.700,4.750,4.850,5.092,5.120,8.085,14.800,15.450,16.300
,Mista,,,,,,,,,,,
,,Não Mecanizável,1.900,2.280,2.310,2.400,2.520,2.720,3.845,5.920,6.000,6.350
,,Inaproveitáveis,720,850,880,900,960,1.050,1.280,1.184,1.200,1.300
Jaguariaíva,,,,,,,,,,,,
,,Mecanizada,6.400,7.300,7.420,7.500,7.810,8.180,9.400,17.750,19.800,21.600
,,Mecanizável,3.050,3.500,3.550,3.550,3.720,4.050,7.927,14.500,14.800,15.600
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,2.000,2.300,2.350,2.350,2.450,2.680,3.845,5.800,6.000,6.350
,,Inaproveitáveis,520,580,600,700,730,790,1.104,1.160,1.200,1.300
