Unnamed: 0,Unnamed: 1,Mecanizada,6.942,6.942.1,6.942.2,6.942.3,6.942.4,7.393,7.840,7.840.1,9.408,14.315
,,Mecanizável,,,,,,,,,,
,Roxa,,,,,,,,,,,
,,Não Mecanizável,3.802,3.802,3.802,3.802,3.801,4.049,4.576,4.576,5.490,6.445
,,Inaproveitáveis,900,1.071,1.071,1.071,1.071,1.141,1.198,1.294,1.550,1.820
Jundiaí do Sul,,,,,,,,,,,,
,,Mecanizada,6.198,6.198,6.198,6.198,6.198,6.601,7.004,7.004,8.400,12.264
,,Mecanizável,,,,,,,,,,
,Mista,,,,,,,,,,,
,,Não Mecanizável,2.632,2.632,2.632,2.632,2.632,2.803,2.943,3.179,3.815,5.778
,,Inaproveitáveis,800,800,800,800,800,852,895,966,1.160,1.667
