Unnamed: 0,Unnamed: 1,Mecanizada,2.000,2.000.1,2.000.2,2.100,2.582,5.640,8.541,6.797,6.538
,,Mecanizável,1.500,1.500,1.500,1.500,1.879,3.013,4.077,2.785,2.578
,Mista,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,1.200,1.200,1.200,1.200,1.279,2.572,3.484,2.000,2.000
Mirador,,,,,,,,,,,
,,Mecanizada,1.800,1.800,1.800,1.800,2.272,4.512,6.126,5.206,5.206
,,Mecanizável,1.600,1.600,1.600,1.600,2.072,4.060,5.513,4.506,4.506
,Arenosa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,1.100,1.100,1.100,1.100,1.300,2.572,3.492,2.586,2.586
