Unnamed: 0,Unnamed: 1,Mecanizada,6.538,6.850,7.338,7.339,7.801,9.767,16.036,18.924,21.120,28.925
,,Mecanizável,2.578,3.207,3.435,3.435,3.651,4.563,7.953,5.470,,
,Mista,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,2.000,2.415,2.586,2.586,2.748,3.435,3.778,4.118,4.316,5.206
Mirador,,,,,,,,,,,,
,,Mecanizada,5.206,5.785,6.198,6.198,6.588,8.250,9.075,9.892,16.100,24.793
,,Mecanizável,4.506,5.085,5.441,5.441,5.784,7.230,7.953,8.669,,
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,2.586,3.165,3.387,3.387,3.600,3.600,3.778,4.316,4.316,4.462
