Unnamed: 0,Unnamed: 1,Mecanizada,2.100,3.099,2.066,3.100,3.925,4.960,13.650,10.300,9.091
,,Mecanizável,2.000,2.066,1.859,2.480,3.140,4.150,10.400,7.500,7.025
,Roxa,,,,,,,,,,
,,Não Mecanizável,1.050,1.653,1.239,1.860,2.480,2.890,4.960,3.500,2.893
,,Inaproveitáveis,900,1.446,619,1.240,1.500,2.890,3.000,3.500,2.893
,,Mecanizada,1.570,2.686,1.446,2.273,2.895,3.930,8.300,7.500,7.439
,,Mecanizável,1.240,1.860,1.239,1.860,2.370,2.900,3.500,6.200,6.199
Tamarana,Mista,,,,,,,,,,
,,Não Mecanizável,-,-,-,1.240,1.450,2.100,3.000,3.500,2.893
,,Inaproveitáveis,800,1.240,619,950,1.100,1.800,2.500,3.500,2.893
,,Mecanizada,-,-,-,1.653,2.105,3.100,5.500,5.400,6.199
,,Mecanizável,-,-,-,1.240,1.600,2.500,3.500,4.200,4.959
,Arenosa,,,,,,,,,,
,,Não Mecanizável,-,-,-,1.033,1.350,1.860,2.900,3.500,2.893
,,Inaproveitáveis,-,-,-,827,1.100,1.800,2.900,3.500,2.893
