"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Salto do Itararé,Mista,Mecanizada,6.136,6.818,7.438,7.438,8.033,8.264,10.773,11.570,16.910,18.500
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,3.842,3.842,3.842,3.842,4.149,4.419,5.700,6.156,7.100,7.900,
,Inaproveitáveis,,,,,,,,,1.750,2.275,
,,,,,,,,,,,,
Salto do Lontra,Mista,Mecanizada,10.600,14.000,16.110,17.000,18.000,22.500,27.000,34.500,37.000,41.300
,Mecanizável,,,,,12.000,19.500,21.600,26.800,28.500,31.500,
,Não Mecanizável,4.000,4.500,5.200,6.200,6.800,8.000,12.000,13.000,13.500,15.000,
,Inaproveitáveis,890,900,1.000,1.000,1.100,1.400,1.620,1.900,2.000,2.250,
,,,,,,,,,,,,
Santa Amélia,Roxa,Mecanizada,9.504,10.620,10.744,11.157,12.190,13.017,14.463,16.116,23.966,26.364
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,4.753,4.958,5.041,5.207,5.372,5.785,6.405,7.025,10.743,11.983,
,Inaproveitáveis,950,979,980,998,1.025,1.085,1.240,1.375,1.611,2.037,
,,,,,,,,,,,,
"Santa Cecília doPavão",Roxa,Mecanizada,9.297,10.330,10.744,11.157,12.190,13.223,14.876,16.736,24.380,26.818
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,4.834,5.000,5.165,5.331,5.496,5.785,6.405,7.025,10.743,11.983,
,Inaproveitáveis,930,959,960,979,1.033,1.085,1.245,1.380,1.611,2.037,
,,,,,,,,,,,,
"Santa Cruz deMonte Castelo",Arenosa,Mecanizada,3.760,4.834,5.400,5.764,6.446,7.090,8.885,9.600,13.070,26.860
Mecanizável,3.330,4.350,4.752,5.072,5.672,6.240,7.488,8.160,11.110,22.562,,
Não Mecanizável,1.890,2.900,2.946,3.145,3.517,3.869,4.643,5.060,8.230,12.355,,
Inaproveitáveis,1.480,2.417,2.239,2.390,2.780,3.058,3.670,4.000,4.684,8.206,,
,,,,,,,,,,,,
