Unnamed: 0,Mecanizada,7.200,10.300,10.300.1,10.300.2,10.300.3,12.400,12.400.1,16.500,18.000,23.100
São Mateus do,Mecanizável,3.100,6.200,4.958,4.958,5.500,6.200,6.200,10.330,10.330,14.550
MistaSul,Não Mecanizável,1.450,4.100,3.305,3.305,3.305,4.150,4.150,6.200,8.000,9.000
,Inaproveitáveis,260,1.000,800,800,800,800,1.600,1.700,1.700,1.900
