Unnamed: 0,Unnamed: 1,Mecanizada,10.300,11.200,16.500,14.400,14.500,15.080,16.300,31.000,35.120,41.000
,,Mecanizável,7.000,9.500,9.500,8.300,8.870,8.870,9.600,23.250,26.340,30.750
,Roxa,,,,,,,,,,,
,,Não Mecanizável,2.500,4.100,7.000,5.400,5.770,5.770,6.300,15.500,17.560,20.500
,,Inaproveitáveis,1.300,3.500,6.000,4.500,4.810,4.810,5.200,7.750,7.750,9.000
Primeiro de Maio,,,,,,,,,,,,
,,Mecanizada,10.300,11.200,16.500,14.000,14.000,14.560,15.700,24.800,28.096,33.000
,,Mecanizável,7.000,9.500,9.500,8.000,8.000,8.000,8.600,18.600,21.072,24.000
,Mista,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,,
