Unnamed: 0,Mecanizada,2.630,2.900,2.460,2.580,2.940,3.500,3.755,3.700,5.785
Almirante,Mecanizável,2.300,2.400,2.040,2.100,2.310,3.350,3.594,3.610,4.959
MistaTamandaré,Não Mecanizável,1.250,1.400,1.000,900,870,1.100,1.180,1.200,1.983
,Inaproveitáveis,950,1.050,750,640,210,180,193,190,248
