"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Bom Jesus do Sul,Mista,Mecanizada,10.000,13.000,14.900,15.500,16.000,18.000,23.000,29.000,30.000,37.000
,Mecanizável,,,,,,15.000,18.400,23.200,24.000,26.500,
,Não Mecanizável,4.200,5.000,5.000,5.000,6.000,7.000,7.000,10.500,11.000,13.500,
,Inaproveitáveis,800,1.000,1.000,1.000,1.100,1.300,1.380,2.000,2.000,2.500,
,,,,,,,,,,,,
Bom Sucesso,Roxa,Mecanizada,11.330,12.600,12.600,13.800,15.200,17.600,19.010,21.500,26.100,28.500
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,5.370,6.200,6.400,7.100,7.900,9.200,9.940,11.160,12.400,13.500,
,Inaproveitáveis,1.300,1.300,1.300,1.800,2.000,2.000,2.160,2.310,3.900,4.250,
,,,,,,,,,,,,
"Bom Sucesso doSul",Mista,Mecanizada,11.500,17.000,19.500,18.500,20.000,21.700,32.000,34.710,36.500,42.000
,Mecanizável,7.500,12.750,14.000,,15.000,,,24.300,26.500,,
,Não Mecanizável,4.500,7.000,9.000,9.000,9.500,10.200,13.800,14.900,15.500,16.500,
,Inaproveitáveis,800,1.500,2.000,2.000,2.200,2.400,2.800,3.000,3.000,3.500,
,,,,,,,,,,,,
Borrazópolis,Roxa,Mecanizada,7.000,7.840,8.624,8.624,9.134,10.504,15.174,17.690,25.200,28.700
,Mecanizável,5.000,5.500,6.050,6.050,6.408,7.369,9.998,9.985,21.500,22.500,
,Não Mecanizável,3.618,3.978,4.376,4.375,4.634,5.329,8.754,8.587,16.400,18.400,
,Inaproveitáveis,1.620,1.782,1.960,1.960,2.076,2.387,2.793,3.990,5.000,4.700,
,,,,,,,,,,,,
Braganey,Roxa,Mecanizada,12.000,17.769,17.769,17.769,18.585,18.585,20.661,28.859,29.000,31.900
Mecanizável,7.000,10.661,12.400,12.400,13.020,13.020,14.462,14.462,21.000,23.100,,
Não Mecanizável,3.500,7.107,7.107,7.107,7.462,7.462,8.208,17.000,17.300,19.030,,
Inaproveitáveis,1.500,3.553,3.553,3.553,3.800,3.800,3.800,10.500,4.400,4.840,,
,,,,,,,,,,,,
