Unnamed: 0,Unnamed: 1,Mecanizada,2.800,3.100,3.700,4.450,6.500,11.000,14.000,12.500,11.000.1
,,Mecanizável,-,-,-,-,-,-,-,,
,Arenosa,,,,,,,,,,
,,Não Mecanizável,1.000,1.100,1.500,1.800,2.600,2.900,4.900,4.400,3.850
,,Inaproveitáveis,-,-,1.050,1.300,650,1.100,1.400,1.250,1.100
,,Mecanizada,2.050,2.300,2.600,3.200,5.500,9.500,12.600,11.100,10.000
,,Mecanizável,-,-,-,-,-,-,-,,
Iguaraçu,Roxa,,,,,,,,,,
,,Não Mecanizável,1.000,1.000,1.300,1.600,2.600,3.000,4.400,3.900,3.500
,,Inaproveitáveis,-,-,900,1.100,520,950,1.260,1.110,1.000
,,Mecanizada,1.800,1.950,2.000,2.400,4.200,6.500,9.500,8.400,8.000
,,Mecanizável,-,-,-,-,-,-,-,,
,Mista,,,,,,,,,,
,,Não Mecanizável,1.000,1.000,1.000,1.200,2.100,2.400,4.400,3.800,2.940
,,Inaproveitáveis,-,-,700,900,420,650,950,840,800
