Unnamed: 0,Unnamed: 1,Mecanizada,12.000,16.000,20.000,16.500,25.000,25.000.1,35.000,50.000,50.000.1,62.500
,,Mecanizável,10.500,14.000,18.500,15.000,22.500,,,,,
,Roxa,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,7.500,10.000
,,Mecanizada,9.000,14.000,16.500,14.500,20.000,20.000,28.000,40.000,40.000,50.000
,,Mecanizável,7.500,12.000,15.000,13.000,18.000,,,,,
Brasilândia do Sul,Mista,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,,
,,Mecanizada,7.000,10.300,12.500,10.330,14.000,15.000,17.000,21.000,25.000,33.000
,,Mecanizável,6.000,8.000,11.000,9.000,12.000,12.500,15.300,,,
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,,
