Unnamed: 0,Unnamed: 1,Mecanizada,5.200,7.600,9.300,9.700,9.700.1,10.330,10.330.1,19.600,22.144,26.000
,,Mecanizável,5.200,7.600,9.300,9.700,9.700,10.330,10.330,14.700,16.608,19.500
,Mista,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,,
Miraselva,,,,,,,,,,,,
,,Mecanizada,4.100,7.600,9.300,9.700,9.700,10.330,10.330,15.680,17.715,20.500
,,Mecanizável,4.100,7.600,9.300,9.700,9.700,10.330,10.330,11.760,13.286,15.000
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,,
