Unnamed: 0,Unnamed: 1,Mecanizada,10.500,14.460,18.500,14.000,20.000,20.000.1,35.000,31.000,33.000,45.000
,,Mecanizável,8.500,12.400,17.000,13.000,18.500,,,,,
,Roxa,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,4.950,10.000
,,Mecanizada,8.000,10.330,12.500,10.000,12.400,16.500,21.000,25.000,27.000,32.000
,,Mecanizável,6.500,8.264,11.000,9.000,10.900,,,,,
Mariluz,Mista,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,,
,,Mecanizada,6.200,7.438,8.200,8.000,8.264,12.400,15.700,18.500,20.000,25.000
,,Mecanizável,5.000,6.200,7.500,7.000,6.764,11.000,14.130,,,
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,,
