Unnamed: 0,Unnamed: 1,Mecanizada,2.200,3.306,2.272,3.100,3.925,5.370,12.400,10.300,8.300
,,Mecanizável,1.950,2.893,1.859,2.686,3.720,4.960,12.400,10.300,8.300
,Roxa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,-,-,-,-,-,-,-,,4.950
,,Mecanizada,1.780,2.479,2.272,2.893,3.530,5.800,10.400,7.500,6.000
,,Mecanizável,1.500,2.479,1.859,2.480,3.000,4.200,10.400,7.500,6.000
Jaguapitã,Mista,,,,,,,,,,
,,Não Mecanizável,1.260,1.653,1.859,1.653,2.685,3.300,7.500,5.400,4.400
,,Inaproveitáveis,-,-,-,-,-,-,-,,4.400
,,Mecanizada,1.800,2.479,1.652,2.273,3.305,4.960,8.300,5.400,4.400
,,Mecanizável,1.360,2.066,1.446,1.653,3.305,4.200,8.300,5.400,4.400
,Arenosa,,,,,,,,,,
,,Não Mecanizável,1.000,1.446,1.033,1.240,2.680,3.500,6.000,3.900,3.100
,,Inaproveitáveis,-,-,-,-,-,-,-,,3.100
