Unnamed: 0,Unnamed: 1,Mecanizada,3.600,3.600.1,4.100,5.000,7.300,12.500,17.500,15.000,13.000
,,Mecanizável,-,-,-,-,-,-,-,,
,Roxa,,,,,,,,,,
,,Não Mecanizável,1.000,1.000,1.750,2.100,2.900,3.300,6.200,5.250,4.550
,,Inaproveitáveis,-,-,1.220,1.500,730,1.250,1.750,1.500,1.300
São Jorge do Ivaí,,,,,,,,,,,
,,Mecanizada,2.300,2.300,2.900,3.500,6.200,10.500,15.800,13.100,11.000
,,Mecanizável,-,-,-,-,-,-,-,,
,Mista,,,,,,,,,,
,,Não Mecanizável,1.200,1.200,1.450,1.800,2.900,3.100,5.500,4.600,3.800
,,Inaproveitáveis,-,-,1.000,1.200,580,1.050,1.580,1.310,1.100
