Unnamed: 0,Unnamed: 1,Mecanizada,3.600,3.900,4.000,5.000,6.600,12.400,15.500,13.200,10.000
,,Mecanizável,2.800,3.000,3.200,3.300,6.200,11.800,14.500,11.600,8.500
,Roxa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,1.300,1.300,-,-,-,-,-,,
,,Mecanizada,2.100,2.300,2.480,3.200,4.100,7.500,10.000,10.300,8.200
,,Mecanizável,1.800,1.800,1.900,2.500,3.700,7.000,9.000,9.100,6.500
Cianorte,Mista,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,1.150,1.300,-,-,-,-,-,,
,,Mecanizada,1.800,1.800,1.860,2.800,2.900,6.200,8.000,8.300,6.600
,,Mecanizável,1.500,1.500,1.450,2.100,2.700,6.000,7.000,7.400,5.200
,Arenosa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,1.200,1.200,-,-,-,-,-,,
