Unnamed: 0,Unnamed: 1,Mecanizada,1.900,2.000,1.800,1.830,2.100,3.700,7.900,7.850,7.450
,,Mecanizável,750,800,900,900,1.026,2.400,5.750,5.650,5.000
,Mista,,,,,,,,,,
,,Não Mecanizável,350,400,400,400,485,1.300,2.600,2.520,2.400
,,Inaproveitáveis,180,200,200,200,230,380,850,900,800
Ivaí,,,,,,,,,,,
,,Mecanizada,1.800,1.900,1.800,1.800,2.030,3.550,7.000,6.750,6.700
,,Mecanizável,680,750,750,750,840,2.280,5.050,4.950,4.850
,Arenosa,,,,,,,,,,
,,Não Mecanizável,300,400,400,400,460,1.180,2.200,2.100,2.000
,,Inaproveitáveis,160,200,200,200,230,360,700,680,600
