Unnamed: 0,Mecanizada,2.100,2.100.1,2.500,2.710,3.000,5.200,12.000,12.000.1,10.500
São Jorge,Mecanizável,-,-,-,-,-,-,-,,
Mistad'Oeste,Não Mecanizável,800,900,900,970,1.100,1.560,3.600,3.600,4.000
,Inaproveitáveis,500,450,410,410,360,450,960,960,960
