"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Iporã,Roxa,Mecanizada,8.300,12.400,12.400,10.330,14.460,18.600,22.700,29.000,30.000,45.000
,,Mecanizável,7.300,10.330,10.000,9.500,13.000,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,4.500,10.000
,,,,,,,,,,,,
,Mista,Mecanizada,7.400,8.270,10.330,10.330,10.330,17.000,20.000,21.500,25.000,31.000
,,Mecanizável,6.200,6.600,8.200,9.500,9.000,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,,
,,,,,,,,,,,,
,Arenosa,Mecanizada,6.200,6.600,8.200,8.000,9.090,12.396,16.500,18.600,22.000,24.000
,,Mecanizável,5.000,5.500,7.000,7.000,8.000,11.000,14.800,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,,
,,,,,,,,,,,,
Iracema do Oeste,Roxa,Mecanizada,13.542,14.000,14.000,20.497,22.090,24.700,27.170,34.600,38.000,42.500
,,Mecanizável,,,,,,,,34.000,37.400,40.000
,,Não Mecanizável,7.200,5.950,5.950,9.200,9.936,13.200,14.520,18.500,19.000,22.300
,,Inaproveitáveis,4.000,4.800,4.800,9.200,9.936,10.800,9.612,9.000,7.400,9.000
,,,,,,,,,,,,
Irati,Mista,Mecanizada,5.675,7.500,7.900,8.900,9.200,12.000,15.215,17.500,19.465,24.915
,,Mecanizável,2.980,3.950,4.600,4.750,6.300,7.450,10.685,11.435,15.230,18.581
,,Não Mecanizável,2.000,2.650,2.800,2.850,3.900,4.500,7.615,8.000,10.600,12.296
,,Inaproveitáveis,620,820,860,900,1.500,1.700,2.490,2.540,4.435,4.967
,,,,,,,,,,,,
Iretama,Roxa,Mecanizada,8.347,15.289,12.293,12.000,13.233,16.500,16.500,32.000,36.000,40.000
Mecanizável,5.289,10.950,7.076,6.931,8.678,10.950,10.950,26.000,30.000,33.000,,
Não Mecanizável,3.636,7.438,5.165,4.900,6.000,7.750,7.750,14.500,14.500,14.500,,
Inaproveitáveis,950,1.150,1.200,1.180,1.180,5.500,5.500,5.000,5.000,5.000,,
,,,,,,,,,,,,
