Unnamed: 0,Unnamed: 1,Mecanizada,7.796,7.796.1,7.796.2,7.796.3,7.795,8.303,8.805,8.805.1,10.560,14.315
,,Mecanizável,,,,,,,,,,
,Roxa,,,,,,,,,,,
,,Não Mecanizável,3.509,3.509,3.509,3.509,3.508,3.737,4.223,4.223,4.603,6.240
,,Inaproveitáveis,1.560,1.560,1.560,1.560,1.560,1.661,1.744,1.884,2.054,2.411
Santo Antônio da,,,,,,,,,,,,
Platina,,,,,,,,,,,,
,,Mecanizada,5.686,5.686,5.686,5.686,5.686,6.056,6.425,6.425,7.400,12.264
,,Mecanizável,,,,,,,,,,
,Mista,,,,,,,,,,,
,,Não Mecanizável,2.941,2.941,2.941,2.941,2.940,3.132,3.289,3.552,3.872,5.778
,,Inaproveitáveis,920,920,920,920,920,980,1.029,1.111,1.211,1.667
