Unnamed: 0,Mecanizada,10.000,14.050,15.600,15.600.1,17.000,18.500,25.000,31.000,33.000,40.000
Flor da Serra do,Mecanizável,,,,11.500,12.000,15.500,20.000,24.800,26.400,30.000
MistaSul,Não Mecanizável,3.000,5.000,5.600,5.600,6.100,7.000,8.000,11.000,11.500,15.000
,Inaproveitáveis,800,1.000,1.000,1.000,1.100,1.300,1.500,1.670,1.670,2.000
