Unnamed: 0,Unnamed: 1,Mecanizada,8.300,8.300.1,8.300.2,10.330,11.600,12.300,12.300.1,25.500,28.800,34.000
,,Mecanizável,8.300,8.300,8.300,10.330,11.600,12.300,12.300,19.125,21.600,25.000
,Roxa,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,4.950,4.950,4.950,5.940,6.670,7.100,7.100,6.375,6.375,7.300
,,Mecanizada,6.000,6.200,6.200,7.420,8.330,8.840,8.840,20.400,23.040,27.000
,,Mecanizável,6.000,6.200,6.200,7.420,8.330,8.840,8.840,15.300,17.280,20.000
Jaguapitã,Mista,,,,,,,,,,,
,,Não Mecanizável,4.400,4.550,4.550,5.450,6.100,6.500,6.500,9.180,11.520,13.500
,,Inaproveitáveis,4.400,4.550,4.550,5.450,6.100,6.100,6.100,6.120,5.760,6.500
,,Mecanizada,4.800,4.960,4.960,5.930,6.660,7.100,7.100,16.320,18.432,21.000
,,Mecanizável,4.800,4.960,4.960,5.930,6.660,7.100,7.100,12.240,13.824,16.000
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,3.100,3.300,3.300,3.950,4.430,4.700,4.700,8.160,9.216,10.500
,,Inaproveitáveis,3.100,3.300,3.300,3.950,4.430,4.700,4.700,4.890,,
