"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
"Santa Isabel doIvaí",Arenosa,Mecanizada,3.400,4.080,4.500,4.700,5.800,6.700,7.850,8.650,13.000,24.794
,,Mecanizável,3.063,3.470,3.960,4.150,5.104,5.895,6.897,7.621,11.050,20.826
,,Não Mecanizável,1.837,2.148,2.475,2.594,3.164,3.654,4.275,4.724,7.000,11.405
,,Inaproveitáveis,1.429,1.720,1.890,1.980,2.341,2.704,3.164,3.496,4.020,7.422
,,,,,,,,,,,,
"Santa Izabel doOeste",Mista,Mecanizada,10.900,14.500,16.860,16.860,17.800,21.600,27.000,36.000,39.000,44.000
,,Mecanizável,,,,,,,21.600,28.800,30.500,35.000
,,Não Mecanizável,4.550,5.000,5.000,5.000,6.500,7.800,10.000,12.500,13.000,15.000
,,Inaproveitáveis,1.000,1.000,1.000,1.000,1.100,1.300,1.620,2.000,2.000,2.500
,,,,,,,,,,,,
Santa Lúcia,Mista,Mecanizada,11.950,17.768,17.800,15.355,16.800,16.800,24.793,29.084,30.000,33.000
,,Mecanizável,7.000,12.437,12.450,10.330,14.800,14.800,18.600,21.819,22.495,24.744
,,Não Mecanizável,3.300,7.438,7.450,7.100,8.300,8.300,14.000,14.000,14.434,15.877
,,Inaproveitáveis,1.500,6.200,6.200,5.900,6.900,6.900,6.900,8.800,5.940,6.534
,,,,,,,,,,,,
"Santa Maria doOeste",Mista,Mecanizada,4.400,4.800,5.280,5.280,5.592,6.430,10.348,13.452,16.700,22.200
,,Mecanizável,3.720,3.800,4.180,4.180,4.427,5.091,7.084,6.855,14.100,17.900
,,Não Mecanizável,2.565,2.700,2.970,2.970,3.146,3.617,6.044,6.142,7.800,11.000
,,Inaproveitáveis,1.485,1.600,1.760,1.760,1.864,2.143,2.572,2.895,3.700,4.400
,,,,,,,,,,,,
Santa Mariana,Roxa,Mecanizada,11.157,12.603,12.810,13.306,14.463,15.496,17.355,19.215,26.446,29.091
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,6.136,6.405,6.405,6.612,7.231,7.645,8.677,9.504,12.396,13.884
,,Inaproveitáveis,1.116,1.157,1.160,1.182,1.198,1.258,1.426,1.570,1.859,2.223
,,,,,,,,,,,,
Santa Mônica,Arenosa,Mecanizada,3.760,4.600,5.000,5.240,6.200,7.024,8.057,9.200,13.690,26.862
,,Mecanizável,3.385,3.530,4.400,4.610,5.456,6.176,7.084,8.147,11.640,22.562
,,Não Mecanizável,1.885,2.860,2.750,2.890,3.382,3.828,4.390,5.048,7.510,12.355
,,Inaproveitáveis,1.435,1.755,2.090,2.190,2.469,2.795,3.206,3.680,4.213,8.206
,,,,,,,,,,,,
"Santa Tereza doOeste",Roxa,Mecanizada,14.057,24.876,24.876,24.800,26.784,28.000,31.000,31.000,31.000,42.470
Mecanizável,9.840,17.413,19.900,19.900,21.400,22.314,25.000,25.000,25.000,34.250,,
Não Mecanizável,5.850,9.061,12.438,12.438,13.433,14.460,15.700,15.700,15.700,21.509,,
Inaproveitáveis,5.850,9.061,19.900,12.438,13.433,13.433,13.433,14.460,5.630,7.713,,
,,,,,,,,,,,,
