Unnamed: 0,Unnamed: 1,Mecanizada,2.300,2.500,3.000,3.300,6.200,10.000,10.000.1,10.700,9.500
,,Mecanizável,1.800,2.000,2.500,2.800,5.780,9.000,9.000,9.700,8.500
,Roxa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,-,-,-,-,-,-,-,,
,,Mecanizada,2.000,2.050,2.500,2.600,4.950,8.000,8.000,8.200,7.000
,,Mecanizável,1.700,1.800,1.800,2.000,4.540,7.000,7.000,7.200,6.000
Iporã,Mista,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,-,-,-,-,-,-,-,,
,,Mecanizada,1.500,1.650,1.860,2.000,3.720,6.000,7.000,6.000,6.000
,,Mecanizável,1.250,1.500,1.500,1.600,3.300,5.000,6.000,5.000,5.000
,Arenosa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,-,-,-,-,-,-,-,,
