Unnamed: 0,Unnamed: 1,Mecanizada,14.979,20.661,26.290,25.300,25.300.1,37.372,37.372.1,45.500,46.300,53.720
,,Mecanizável,11.157,16.528,17.522,16.820,17.355,30.700,30.700,33.057,36.000,41.000
,Roxa,,,,,,,,,,,
,,Não Mecanizável,5.785,7.438,9.886,9.371,9.917,17.883,17.883,19.800,21.300,24.495
,,Inaproveitáveis,1.694,2.100,2.200,2.050,2.460,3.500,3.500,5.000,5.400,6.050
Campo Mourão,,,,,,,,,,,,
,,Mecanizada,8.058,16.464,15.970,15.331,18.388,24.440,25.900,29.500,35.400,38.950
,,Mecanizável,6.302,13.636,13.856,13.509,14.463,19.800,21.300,24.900,28.100,30.900
,Mista,,,,,,,,,,,
,,Não Mecanizável,4.752,8.232,7.163,6.875,9.421,13.875,13.875,15.950,17.100,18.800
,,Inaproveitáveis,1.074,1.326,1.380,1.350,2.025,3.000,3.000,3.600,3.850,4.280
