Unnamed: 0,Unnamed: 1,Mecanizada,9.000,11.000,11.000.1,11.550,14.000,17.000,24.500,27.500,30.300,33.000
,,Mecanizável,,,,,,,,,,
,Roxa,,,,,,,,,,,
,,Não Mecanizável,4.500,5.500,5.500,5.775,7.000,8.500,12.250,13.750,15.150,16.500
,,Inaproveitáveis,900,1.100,1.100,1.155,1.400,1.700,2.450,2.750,5.450,5.400
,,Mecanizada,7.500,9.000,9.000,9.500,11.500,15.000,22.000,24.750,27.300,29.000
,,Mecanizável,,,,,,,,,,
Colorado,Mista,,,,,,,,,,,
,,Não Mecanizável,3.750,4.500,4.500,4.750,5.750,7.500,11.000,12.375,13.650,14.500
,,Inaproveitáveis,750,900,900,950,1.150,1.500,2.200,2.475,4.910,5.800
,,Mecanizada,7.000,8.500,8.500,9.000,10.600,13.000,20.000,22.275,23.400,25.000
,,Mecanizável,,,,,,,,,,
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,3.500,4.250,4.250,4.500,5.300,6.500,10.000,11.138,11.700,12.500
,,Inaproveitáveis,700,850,850,900,1.060,1.300,2.000,2.228,4.210,5.000
