"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Terra Roxa,Roxa,Mecanizada,12.396,14.462,14.462,14.876,18.800,18.800,24.500,32.000,36.000,40.000
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,7.000,8.265,8.265,5.371,6.786,6.786,12.000,18.000,18.500,20.720
,,Inaproveitáveis,4.500,4.958,4.958,5.371,6.786,6.786,6.634,10.000,7.000,9.350
,,,,,,,,,,,,
,Mista,Mecanizada,,,,,,,20.000,26.800,30.000,33.000
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,,,,,,,10.000,16.000,17.200,20.000
,,Inaproveitáveis,,,,,,,6.634,9.000,5.800,9.350
,,,,,,,,,,,,
,Arenosa,Mecanizada,8.000,10.743,10.743,11.157,14.100,14.400,18.000,24.000,28.900,31.790
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,8.000,8.472,8.472,,5.093,5.093,9.000,12.000,15.000,17.200
,,Inaproveitáveis,4.500,4.958,4.958,4.030,5.093,5.093,6.634,8.500,5.600,9.350
,,,,,,,,,,,,
Tibagi,Mista,Mecanizada,8.000,9.600,9.700,9.700,9.930,9.900,11.000,21.000,21.900,23.900
,,Mecanizável,4.500,5.400,5.480,5.450,5.680,5.250,8.492,16.800,16.400,14.000
,,Não Mecanizável,2.650,3.180,3.260,3.260,3.490,3.680,4.923,6.700,6.700,7.100
,,Inaproveitáveis,650,780,810,810,860,1.000,2.000,1.340,1.340,1.400
,,,,,,,,,,,,
,Arenosa,Mecanizada,7.500,8.620,8.690,8.690,9.000,9.500,9.900,20.300,21.100,23.000
,,Mecanizável,4.200,4.830,4.910,4.910,5.050,5.400,8.325,16.600,15.800,13.300
,,Não Mecanizável,2.200,2.530,2.510,2.510,2.610,2.790,4.923,6.640,6.700,7.100
,,Inaproveitáveis,580,660,690,690,710,740,2.000,1.328,1.340,1.400
,,,,,,,,,,,,
Tijucas do Sul,Mista,Mecanizada,4.165,6.248,6.872,8.246,9.895,10.984,12.590,12.369,19.760,20.750
,,Mecanizável,3.195,4.716,5.187,6.224,7.469,8.291,9.050,9.895,14.000,14.700
,,Não Mecanizável,1.300,1.950,2.145,2.574,3.089,3.429,3.780,4.205,5.430,5.702
,,Inaproveitáveis,410,615,677,811,973,1.080,1.190,2.721,1.780,1.869
,,,,,,,,,,,,
Toledo,Roxa,Mecanizada,12.550,14.462,14.462,22.955,25.700,27.600,30.000,35.000,40.000,45.000
Mecanizável,,,,,,,,,,,,
Não Mecanizável,6.198,7.438,7.438,9.174,14.600,14.600,16.800,16.800,18.600,20.832,,
Inaproveitáveis,4.132,5.371,5.371,9.174,14.000,14.000,9.709,9.709,7.800,9.650,,
,,,,,,,,,,,,
