Unnamed: 0,Mecanizada,10.700,14.050,16.176,16.200,18.500,22.000,28.000,34.000,35.000,41.000
São Jorge,Mecanizável,,,,,,,22.400,27.200,28.000,32.000
Mistad'Oeste,Não Mecanizável,4.100,5.800,5.800,5.800,6.600,8.200,9.500,13.500,13.600,16.000
,Inaproveitáveis,960,1.140,1.200,1.200,1.300,1.600,1.680,2.000,2.000,2.400
