"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
"Reserva doIguaçu",Mista,Mecanizada,10.100,13.800,14.100,15.900,16.900,18.600,19.900,25.500,26.200,29.500
,Mecanizável,3.800,5.500,5.850,5.400,8.400,10.300,12.100,15.200,15.300,16.000,
,Não Mecanizável,2.800,3.500,3.600,3.700,4.500,5.200,6.300,7.500,7.700,8.900,
,Inaproveitáveis,1.000,1.250,1.650,1.750,2.400,2.500,2.600,2.900,2.900,3.000,
,,,,,,,,,,,,
Ribeirão Claro,Mista,Mecanizada,4.545,4.545,4.545,4.545,4.909,6.860,7.095,7.438,7.770,12.264
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,3.099,3.099,3.099,3.099,3.347,4.677,6.849,6.849,5.660,5.824,
,Inaproveitáveis,846,846,846,846,915,1.239,1.281,1.198,1.280,1.667,
,,,,,,,,,,,,
"Ribeirão doPinhal",Roxa,Mecanizada,8.884,9.917,10.331,10.744,11.777,12.810,14.256,15.909,24.380,26.818
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,4.340,4.524,4.669,4.835,5.165,5.579,6.281,6.818,11.570,12.975,
,Inaproveitáveis,888,917,920,938,1.000,1.060,1.240,1.375,1.735,2.083,
,,,,,,,,,,,,
,Mista,Mecanizada,6.440,7.190,7.231,7.521,8.264,9.090,10.331,11.777,19.008,22.314
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,3.000,3.120,3.306,3.388,3.636,4.545,5.165,5.785,10.330,11.983,
,Inaproveitáveis,644,669,670,682,731,782,909,1.000,1.549,2.037,
,,,,,,,,,,,,
Rio Azul,Mista,Mecanizada,4.665,6.150,6.400,6.500,8.600,10.450,13.265,15.255,16.255,19.831
,Mecanizável,2.350,3.120,3.700,3.800,5.500,6.500,9.335,9.990,12.665,14.691,
,Não Mecanizável,1.880,2.450,2.550,2.600,3.500,4.100,6.615,6.950,8.885,9.951,
,Inaproveitáveis,495,670,710,800,1.350,1.550,2.200,2.245,3.685,3.980,
,,,,,,,,,,,,
Rio Bom,Roxa,Mecanizada,10.090,12.300,12.400,13.800,15.500,17.560,18.970,20.100,27.700,29.800
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,4.460,6.100,6.400,7.500,8.100,9.300,10.040,10.620,12.400,13.400,
,Inaproveitáveis,1.300,1.300,1.300,1.800,2.000,2.000,2.160,2.310,4.100,4.400,
,,,,,,,,,,,,
"Rio Bonito doIguaçu",Mista,Mecanizada,6.198,9.800,11.000,10.100,10.500,13.100,14.800,19.100,24.800,32.300
Mecanizável,5.371,7.800,8.000,6.000,6.350,7.800,8.800,11.800,14.900,23.500,,
Não Mecanizável,3.719,4.600,4.600,3.200,3.300,4.200,4.700,6.500,7.900,16.500,,
Inaproveitáveis,2.685,1.900,1.900,1.100,1.150,1.400,1.600,2.600,2.900,4.800,,
,,,,,,,,,,,,
