Unnamed: 0,Unnamed: 1,Mecanizada,2.066,2.400,2.400.1,2.400.2,2.530,3.700,7.800,7.700,7.500
,,Mecanizável,1.400,2.000,1.900,1.900,2.030,2.950,6.000,6.000,5.850
,Mista,,,,,,,,,,
,,Não Mecanizável,700,900,900,900,980,1.420,3.300,3.200,3.100
,,Inaproveitáveis,250,250,250,250,280,410,700,800,700
Castro,,,,,,,,,,,
,,Mecanizada,2.100,2.300,2.300,2.300,2.450,3.550,6.888,6.800,6.750
,,Mecanizável,1.300,1.800,1.800,1.800,1.850,2.750,5.750,5.600,5.550
,Arenosa,,,,,,,,,,
,,Não Mecanizável,650,750,750,750,810,1.200,2.250,2.200,2.100
,,Inaproveitáveis,220,220,220,220,250,375,550,520,500
