Unnamed: 0,Mecanizada,7.438,7.438.1,7.438.2,7.438.3,8.884,10.331,10.434,11.157,14.460,16.529
Conselheiro,Mecanizável,,,,,,,,,,
MistaMairinck,Não Mecanizável,3.017,3.017,3.017,3.017,3.602,3.837,4.125,4.455,6.700,7.437
,Inaproveitáveis,905,905,905,905,1.080,1.151,1.237,1.364,2.050,2.275
