"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Jaboti,Mista,Mecanizada,6.281,7.438,7.438,7.438,8.884,10.331,12.562,13.637,14.590,16.100
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,3.884,3.017,3.017,3.017,3.589,3.823,3.908,4.526,6.700,7.437
,,Inaproveitáveis,905,921,921,921,1.096,1.168,1.194,1.322,2.050,2.275
,,,,,,,,,,,,
Jacarezinho,Roxa,Mecanizada,8.509,8.884,8.884,8.884,8.884,10.331,12.562,14.638,16.529,18.182
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,3.802,4.008,4.008,4.008,4.008,4.269,5.532,5.551,6.756,7.500
,,Inaproveitáveis,900,1.071,1.071,1.071,1.071,1.141,1.374,1.294,1.908,2.275
,,,,,,,,,,,,
,Mista,Mecanizada,6.818,6.818,6.818,6.818,6.818,7.261,7.850,8.884,14.463,16.529
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,3.512,3.512,3.512,3.512,3.512,3.741,4.036,4.339,6.700,7.437
,,Inaproveitáveis,1.074,1.074,1.074,1.074,1.074,1.144,1.234,1.240,2.050,2.275
,,,,,,,,,,,,
Jaguapitã,Roxa,Mecanizada,8.300,8.300,8.300,10.330,11.600,12.300,12.300,25.500,28.800,34.000
,Mecanizável,8.300,8.300,8.300,10.330,11.600,12.300,12.300,19.125,21.600,25.000,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,4.950,4.950,4.950,5.940,6.670,7.100,7.100,6.375,6.375,7.300,
,,,,,,,,,,,,
Mista,Mecanizada,6.000,6.200,6.200,7.420,8.330,8.840,8.840,20.400,23.040,27.000,
,Mecanizável,6.000,6.200,6.200,7.420,8.330,8.840,8.840,15.300,17.280,20.000,
,Não Mecanizável,4.400,4.550,4.550,5.450,6.100,6.500,6.500,9.180,11.520,13.500,
,Inaproveitáveis,4.400,4.550,4.550,5.450,6.100,6.100,6.100,6.120,5.760,6.500,
,,,,,,,,,,,,
Arenosa,Mecanizada,4.800,4.960,4.960,5.930,6.660,7.100,7.100,16.320,18.432,21.000,
Mecanizável,4.800,4.960,4.960,5.930,6.660,7.100,7.100,12.240,13.824,16.000,,
Não Mecanizável,3.100,3.300,3.300,3.950,4.430,4.700,4.700,8.160,9.216,10.500,,
Inaproveitáveis,3.100,3.300,3.300,3.950,4.430,4.700,4.700,4.890,,,,
,,,,,,,,,,,,
