Unnamed: 0,Unnamed: 1,Mecanizada,7.290,7.500,8.036,8.036.1,9.723,10.695,22.350,24.000,33.230,41.322
,,Mecanizável,,,,,,,,,,
,Roxa,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,,
,,Mecanizada,5.977,6.200,6.641,6.641,8.035,8.838,9.722,13.848,16.248,33.057
São Carlos do,,Mecanizável,,,,,,,,,,
,Mista,,,,,,,,,,,
Ivaí,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,4.060,5.950
,,Mecanizada,5.206,5.785,6.198,6.198,7.500,8.250,9.075,9.892,16.100,24.793
,,Mecanizável,,,,,,,,,,
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,,
