Unnamed: 0,Mecanizada,2.067,2.067.1,2.690,2.800,4.132,8.264,12.000,12.000.1,10.744
Boa Vista da,Mecanizável,-,-,2.066,2.260,3.305,5.785,10.000,8.000,8.595
MistaAparecida,Não Mecanizável,1.446,1.466,1.500,1.500,2.066,3.305,8.000,6.500,4.545
,Inaproveitáveis,620,620,620,500,1.240,1.240,6.000,2.479,3.300
