Unnamed: 0,Tipo de,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Munícipio,2006TerraClasse / Grau,1998,1999,2000,2001,2002,2003,2004,2005
