Unnamed: 0,Unnamed: 1,Mecanizada,11.570,14.463,18.200,17.500,21.000,25.200,26.460,35.330,42.500,45.123
,,Mecanizável,9.711,10.331,16.091,15.126,16.110,21.420,22.500,33.000,34.000,38.355
,Roxa,,,,,,,,,,,
,,Não Mecanizável,5.320,7.438,9.917,9.200,9.800,9.800,9.800,10.500,15.000,21.000
,,Inaproveitáveis,1.157,1.481,1.550,1.457,1.500,3.500,3.800,4.000,4.500,5.000
Janiópolis,,,,,,,,,,,,
,,Mecanizada,8.988,13.230,13.821,13.363,13.600,18.500,19.240,30.030,32.000,35.000
,,Mecanizável,7.541,10.805,11.273,11.120,16.000,14.500,15.225,25.525,25.600,28.000
,Mista,,,,,,,,,,,
,,Não Mecanizável,5.062,8.379,8.026,7.463,9.800,9.800,9.800,10.500,11.000,12.000
,,Inaproveitáveis,909,1.101,1.230,1.200,1.580,2.500,3.000,3.000,3.500,4.000
