Unnamed: 0,Unnamed: 1,Mecanizada,14.308,19.835,23.310,22.376,23.500,26.500,27.200,46.487,48.500,53.719
,,Mecanizável,10.331,16.529,17.753,16.950,17.550,22.100,23.647,39.514,38.800,45.661
,Roxa,,,,,,,,,,,
,,Não Mecanizável,7.541,10.744,10.500,10.050,10.680,12.725,12.725,13.500,15.000,21.000
,,Inaproveitáveis,1.467,1.561,1.625,1.600,1.665,4.000,4.000,4.500,5.000,5.000
Quarto,,,,,,,,,,,,
Centenário,,,,,,,,,,,,
,,Mecanizada,10.641,14.700,14.452,14.400,15.000,20.300,21.315,39.513,41.000,42.500
,,Mecanizável,7.955,11.760,11.500,11.200,11.650,18.500,19.610,33.586,32.800,36.000
,Mista,,,,,,,,,,,
,,Não Mecanizável,5.579,7.938,8.000,7.750,7.950,8.800,9.328,10.250,12.500,13.000
,,Inaproveitáveis,1.033,1.300,1.330,1.310,1.350,2.850,3.500,3.800,4.000,4.000
