Unnamed: 0,Unnamed: 1,Mecanizada,1.240,1.350,1.350.1,1.350.2,1.450,2.800,5.200,5.200.1,5.280
,,Mecanizável,1.020,1.200,1.200,1.200,1.350,2.550,4.650,4.650,3.500
,Mista,,,,,,,,,,
,,Não Mecanizável,950,1.000,1.050,1.000,1.100,2.000,2.450,2.450,2.100
,,Inaproveitáveis,250,250,250,200,235,280,640,640,570
Imbaú,,,,,,,,,,,
,,Mecanizada,800,1.000,1.050,1.050,1.190,2.000,4.032,4.000,3.200
,,Mecanizável,700,700,750,750,830,880,3.520,3.500,2.600
,Arenosa,,,,,,,,,,
,,Não Mecanizável,500,500,500,500,580,400,1.890,1.900,1.600
,,Inaproveitáveis,320,250,250,200,230,260,600,600,540
