"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Paranaguá,Mista,Mecanizada,10.000,10.500,12.000,13.500,14.500,16.000,17.000,19.000,21.000,23.000
,Mecanizável,4.500,4.800,5.500,7.000,8.500,8.500,8.500,10.000,11.000,12.000,
,Não Mecanizável,1.900,2.200,2.600,3.000,3.500,3.500,3.700,4.500,5.000,5.500,
,Inaproveitáveis,950,950,1.000,1.000,1.100,1.100,1.100,1.500,1.600,2.000,
,,,,,,,,,,,,
Paranapoema,Mista,Mecanizada,5.785,5.785,6.198,6.198,7.025,7.727,8.429,11.900,16.400,33.057
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,,,,,,,,,,,
,,,,,,,,,,,,
,Arenosa,Mecanizada,4.959,4.959,5.372,5.372,6.198,6.818,7.438,8.500,11.820,25.619
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,2.324,2.324,2.517,2.300,2.645,2.645,2.885,3.318,3.318,4.611,
,,,,,,,,,,,,
Paranavaí,Arenosa,Mecanizada,4.545,5.000,5.400,5.400,5.740,8.250,10.702,13.429,17.460,22.727
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,,,,,,,,,4.370,4.090,
,,,,,,,,,,,,
Pato Bragado,Roxa,Mecanizada,13.528,14.462,14.462,22.900,24.732,24.732,27.205,34.610,36.500,40.150
,Mecanizável,12.139,13.354,13.354,18.652,24.732,24.732,27.205,34.610,36.500,40.150,
,Não Mecanizável,,,,,18.801,18.801,20.681,20.700,20.750,20.750,
,Inaproveitáveis,8.264,5.420,5.420,18.652,8.500,8.500,7.565,7.300,7.100,7.800,
,,,,,,,,,,,,
Pato Branco,Mista,Mecanizada,12.000,18.500,20.000,19.000,20.500,22.500,33.000,36.000,37.500,43.500
,Mecanizável,7.800,13.000,15.000,14.500,15.000,16.500,23.500,25.000,26.000,32.500,
,Não Mecanizável,5.000,7.800,9.500,9.000,9.500,10.300,13.500,14.750,14.800,15.500,
,Inaproveitáveis,900,1.600,2.200,2.100,2.200,2.500,3.000,3.600,3.700,3.800,
,,,,,,,,,,,,
Paula Freitas,Mista,Mecanizada,7.800,8.265,8.265,8.265,10.000,11.500,12.500,20.000,24.500,27.200
Mecanizável,3.930,4.950,4.950,4.950,6.000,7.000,8.300,12.400,14.500,16.100,,
Não Mecanizável,2.000,2.890,2.890,2.890,3.306,4.000,4.200,6.200,8.250,9.150,,
Inaproveitáveis,520,600,600,600,600,600,1.471,1.500,1.600,1.800,,
,,,,,,,,,,,,
