Unnamed: 0,Unnamed: 1,Mecanizada,2.850,3.100,3.800,4.600,6.600,11.500,15.000,13.000,11.000
,,Mecanizável,-,-,-,-,-,-,-,,
,Mista,,,,,,,,,,
,,Não Mecanizável,1.000,1.200,1.600,2.000,2.650,3.000,5.300,4.600,3.850
,,Inaproveitáveis,-,-,1.100,1.350,660,1.100,1.500,1.300,1.100
,,Mecanizada,2.200,2.300,2.650,3.200,5.600,9.500,13.700,11.700,10.000
,,Mecanizável,-,-,-,-,-,-,-,,
Floraí,Roxa,,,,,,,,,,
,,Não Mecanizável,1.000,1.000,1.300,1.600,2.650,3.000,4.700,4.100,3.500
,,Inaproveitáveis,-,-,900,1.100,530,950,1.370,1.170,1.000
,,Mecanizada,1.900,2.000,2.000,2.400,4.300,6.500,9.500,8.100,8.000
,,Mecanizável,-,-,-,-,-,-,-,,
,Mista,,,,,,,,,,
,,Não Mecanizável,1.000,1.000,1.000,1.200,2.150,2.400,4.700,3.650,2.835
,,Inaproveitáveis,-,-,700,900,430,650,950,810,540
