"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Quatro Pontes,Roxa,Mecanizada,13.220,13.850,13.850,22.900,24.732,25.000,27.000,33.500,36.500,40.150
,,Mecanizável,11.200,12.100,12.100,18.347,19.815,20.000,20.000,24.790,28.700,31.570
,,Não Mecanizável,4.959,6.000,6.000,9.174,9.908,9.908,14.000,18.842,18.500,20.350
,,Inaproveitáveis,4.500,4.500,4.500,7.640,8.250,8.250,7.282,8.200,7.100,8.600
,,,,,,,,,,,,
"Quedas doIguaçu",Mista,Mecanizada,6.198,11.000,12.700,11.700,12.300,14.500,17.000,21.500,26.800,34.900
,,Mecanizável,4.958,8.000,9.600,7.200,7.500,8.800,10.300,13.600,16.200,25.600
,,Não Mecanizável,3.719,4.500,4.500,3.100,3.400,4.000,4.700,6.400,7.300,15.200
,,Inaproveitáveis,2.066,1.900,1.900,1.100,1.150,1.350,1.600,2.400,2.700,5.300
,,,,,,,,,,,,
"Querência doNorte",Arenosa,Mecanizada,3.750,4.900,5.700,6.082,6.600,7.335,9.090,9.706,14.250,28.926
,,Mecanizável,3.380,3.560,5.016,5.354,5.808,6.447,7.691,8.212,12.110,24.297
,,Não Mecanizável,1.877,2.905,3.059,3.265,3.600,3.996,4.767,5.090,7.480,13.305
,,Inaproveitáveis,1.727,2.502,2.325,2.482,2.592,2.877,3.432,3.665,4.141,8.992
,,,,,,,,,,,,
Quinta do Sol,Roxa,Mecanizada,13.192,19.835,21.932,21.316,21.350,24.793,26.800,42.200,46.000,48.000
,,Mecanizável,9.256,13.223,15.047,14.565,15.000,17.000,17.000,36.000,40.000,42.000
,,Não Mecanizável,5.888,7.438,10.829,10.514,10.550,12.000,12.000,13.900,13.900,13.900
,,Inaproveitáveis,1.240,1.480,1.550,1.472,1.480,5.000,5.000,5.000,5.000,5.000
,,,,,,,,,,,,
Quitandinha,Mista,Mecanizada,4.200,6.300,6.930,8.316,9.763,11.227,12.830,16.936,19.990,21.110
,,Mecanizável,3.150,4.725,5.198,6.237,7.484,8.606,9.330,12.316,14.340,15.200
,,Não Mecanizável,1.350,2.025,2.228,2.673,3.208,3.689,4.000,5.280,5.650,5.989
,,Inaproveitáveis,415,623,685,821,985,1.133,1.240,1.637,1.870,1.982
,,,,,,,,,,,,
Ramilândia,Roxa,Mecanizada,10.200,17.700,17.700,16.500,17.800,18.595,20.661,24.236,25.447,31.808
,,Mecanizável,7.140,12.350,12.350,11.800,14.000,12.400,12.400,15.500,16.275,20.343
,,Não Mecanizável,5.880,9.500,9.500,8.500,9.500,9.297,9.297,10.906,11.451,14.313
,,Inaproveitáveis,4.462,6.200,7.500,7.000,8.500,8.264,8.264,6.510,4.570,5.712
,,,,,,,,,,,,
Rancho Alegre,Roxa,Mecanizada,11.157,12.603,12.810,13.306,14.463,15.496,17.562,19.421,31.404,34.504
Mecanizável,,,,,,,,,,,,
Não Mecanizável,6.136,6.405,6.488,6.694,7.231,7.645,8.677,9.504,12.809,14.463,,
Inaproveitáveis,1.116,1.157,1.160,1.182,1.198,1.270,1.591,1.750,1.921,2.459,,
,,,,,,,,,,,,
