Unnamed: 0,Unnamed: 1,Mecanizada,2.200,3.306,3.306.1,3.306.2,4.133,8.260,16.530,12.400,10.300
,,Mecanizável,-,-,-,3.100,3.720,7.440,12.400,11.500,8.200
,Roxa,,,,,,,,,,
,,Não Mecanizável,1.150,2.479,1.859,2.100,2.686,3.720,7.500,6.200,5.160
,,Inaproveitáveis,1.000,2.066,-,-,-,-,-,,3.600
,,Mecanizada,1.900,3.099,2.066,3.100,3.720,6.200,13.300,10.330,8.200
,,Mecanizável,-,-,-,2.686,3.162,5.800,13.300,9.500,6.600
Florestópolis,Roxa,,,,,,,,,,
,,Não Mecanizável,-,-,-,1.860,2.685,3.500,7.500,6.200,4.130
,,Inaproveitáveis,1.300,1.653,1.033,1.240,1.790,2.100,4.200,6.200,2.890
,,Mecanizada,1.600,2.479,1.652,2.273,3.512,5.370,9.000,6.200,6.200
,,Mecanizável,-,-,-,1.653,3.512,4.500,8.300,6.200,5.000
,Mista,,,,,,,,,,
,,Não Mecanizável,1.000,1.446,1.033,1.240,2.680,3.500,6.000,4.200,3.100
,,Inaproveitáveis,1.200,1.446,-,-,-,-,-,,2.170
