"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Mato Rico,Roxa,Mecanizada,6.000,6.600,7.260,7.260,7.689,8.842,12.773,14.727,24.900,24.900
,Mecanizável,4.000,4.400,4.840,4.840,5.126,5.894,7.997,7.650,20.000,20.000,
,Não Mecanizável,2.520,2.800,3.080,3.080,3.262,3.751,6.163,6.188,13.400,13.400,
,Inaproveitáveis,1.458,1.598,1.758,1.758,1.862,2.141,2.505,2.990,4.200,4.200,
,,,,,,,,,,,,
,Mista,Mecanizada,4.400,4.500,4.950,4.950,5.243,6.029,9.962,10.261,16.900,22.400
,Mecanizável,3.200,3.400,3.740,3.740,3.961,4.555,7.092,7.325,14.500,18.900,
,Não Mecanizável,2.160,2.600,2.860,2.860,3.029,3.483,4.319,4.526,8.900,11.200,
,Inaproveitáveis,1.305,1.350,1.485,1.485,1.573,1.808,2.079,2.580,3.500,4.500,
,,,,,,,,,,,,
Mauá da Serra,Roxa,Mecanizada,12.000,14.200,14.500,17.000,19.100,27.800,30.020,33.100,38.500,42.400
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,4.960,7.000,7.000,8.000,9.000,9.300,10.040,11.570,13.100,14.400,
,Inaproveitáveis,1.500,1.500,1.500,2.200,2.400,2.400,2.590,3.180,5.700,6.300,
,,,,,,,,,,,,
Medianeira,Roxa,Mecanizada,14.300,19.835,19.850,19.850,20.800,20.800,22.800,27.700,29.500,40.909
,Mecanizável,10.000,15.868,15.900,15.500,16.200,14.215,15.636,19.545,20.800,26.208,
,Não Mecanizável,6.200,7.645,7.645,6.620,6.950,6.950,7.704,9.037,9.624,12.126,
,Inaproveitáveis,4.000,4.950,4.950,4.950,5.200,5.200,5.200,7.000,5.140,6.476,
,,,,,,,,,,,,
Mercedes,Roxa,Mecanizada,12.396,14.000,14.000,19.800,23.502,24.173,26.590,33.800,38.500,42.350
,Mecanizável,4.960,12.300,12.300,16.818,19.834,20.900,,,,,
,Não Mecanizável,4.546,6.280,6.280,9.174,10.809,13.223,14.545,10.200,18.000,19.800,
,Inaproveitáveis,4.133,6.611,6.611,7.600,9.024,9.980,8.882,9.800,7.500,9.600,
,,,,,,,,,,,,
Mirador,Mista,Mecanizada,6.538,6.850,7.338,7.339,7.801,9.767,16.036,18.924,21.120,28.925
Mecanizável,2.578,3.207,3.435,3.435,3.651,4.563,7.953,5.470,,,,
Não Mecanizável,,,,,,,,,,,,
Inaproveitáveis,2.000,2.415,2.586,2.586,2.748,3.435,3.778,4.118,4.316,5.206,,
,,,,,,,,,,,,
Arenosa,Mecanizada,5.206,5.785,6.198,6.198,6.588,8.250,9.075,9.892,16.100,24.793,
Mecanizável,4.506,5.085,5.441,5.441,5.784,7.230,7.953,8.669,,,,
Não Mecanizável,,,,,,,,,,,,
Inaproveitáveis,2.586,3.165,3.387,3.387,3.600,3.600,3.778,4.316,4.316,4.462,,
,,,,,,,,,,,,
