Unnamed: 0,Unnamed: 1,Mecanizada,2.150,2.066,2.272,3.306,3.925,5.370,12.400,10.300,8.000
,,Mecanizável,-,-,-,3.100,3.720,4.960,12.400,10.300,8.000
,Roxa,,,,,,,,,,
,,Não Mecanizável,1.200,1.240,1.859,2.100,2.686,3.720,4.200,6.200,3.500
,,Inaproveitáveis,1.000,1.240,-,-,-,-,-,,
,,Mecanizada,1.850,1.653,1.859,2.893,3.434,5.400,9.000,6.200,6.200
,,Mecanizável,-,-,-,2.480,2.975,4.200,9.000,6.200,6.200
Centenário do Sul,Mista,,,,,,,,,,
,,Não Mecanizável,1.400,1.240,1.652,1.860,2.685,3.300,7.500,4.000,3.500
,,Inaproveitáveis,1.200,1.240,-,-,-,-,-,,3.500
,,Mecanizada,1.900,1.446,1.652,2.273,3.305,4.960,8.300,5.400,5.400
,,Mecanizável,-,-,-,1.653,3.305,4.200,8.300,5.400,5.400
,Arenosa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,1.100,1.240,619,1.033,2.100,2.900,4.000,3.900,3.500
