"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
"Rancho Alegred'Oeste",Roxa,Mecanizada,13.264,20.661,22.695,23.500,24.500,26.880,28.000,40.909,46.500,58.000
,Mecanizável,8.512,16.529,15.885,16.500,18.250,22.479,23.600,34.772,37.200,49.300,
,Não Mecanizável,5.868,10.744,10.100,10.000,10.500,11.680,11.680,13.680,16.000,20.000,
,Inaproveitáveis,1.426,1.641,1.630,1.600,1.650,4.000,4.000,4.500,4.800,5.000,
,,,,,,,,,,,,
,Mista,Mecanizada,9.008,18.523,18.800,17.672,18.220,21.000,22.260,34.772,39.000,46.400
,Mecanizável,6.612,15.289,15.700,15.100,15.830,17.530,18.200,29.556,31.200,39.440,
,Não Mecanizável,4.793,9.000,9.500,8.930,9.122,9.500,10.000,10.500,12.500,13.000,
,Inaproveitáveis,1.033,1.250,1.240,1.150,1.250,3.200,3.500,4.000,4.000,4.000,
,,,,,,,,,,,,
Realeza,Mista,Mecanizada,11.000,14.600,17.500,17.500,18.500,23.000,30.000,36.000,39.000,44.000
,Mecanizável,,,,12.500,13.600,20.000,24.000,28.800,30.500,34.000,
,Não Mecanizável,4.500,5.200,5.700,6.000,7.000,9.000,10.000,12.500,12.800,14.500,
,Inaproveitáveis,900,1.040,1.100,1.100,1.300,1.700,1.800,2.000,2.000,2.500,
,,,,,,,,,,,,
Rebouças,Mista,Mecanizada,5.245,6.900,7.400,7.440,9.600,11.650,14.815,17.040,18.690,23.923
,Mecanizável,2.765,3.630,4.350,4.480,6.600,7.800,10.330,11.055,14.490,17.678,
,Não Mecanizável,1.715,2.320,2.600,2.680,4.000,4.600,7.340,7.710,10.080,11.693,
,Inaproveitáveis,600,740,790,850,1.650,1.850,2.470,2.520,4.200,4.704,
,,,,,,,,,,,,
Renascença,Mista,Mecanizada,11.000,15.000,17.800,17.800,18.500,22.900,30.000,36.000,38.000,43.000
,Mecanizável,7.000,10.000,,,,,24.000,22.400,29.000,35.000,
,Não Mecanizável,4.000,5.000,5.800,5.800,7.000,8.500,10.330,10.500,12.000,15.000,
,Inaproveitáveis,800,1.000,1.100,1.100,1.200,1.500,1.800,1.960,2.000,2.500,
,,,,,,,,,,,,
Reserva,Mista,Mecanizada,5.300,6.360,6.130,6.300,6.300,6.700,10.000,16.500,17.500,19.000
Mecanizável,4.200,5.100,4.860,5.000,5.000,5.220,7.797,13.200,13.100,13.800,,
Não Mecanizável,2.100,2.520,2.280,2.300,2.390,2.510,3.820,5.280,5.400,5.700,,
Inaproveitáveis,500,600,600,800,840,870,1.000,1.056,1.080,1.200,,
,,,,,,,,,,,,
Arenosa,Mecanizada,4.200,4.800,4.350,4.400,4.000,4.200,7.874,15.700,16.800,18.300,
Mecanizável,3.450,4.000,3.650,3.700,3.500,3.820,7.644,12.560,12.600,13.300,,
Não Mecanizável,1.800,2.070,1.850,1.900,1.980,2.050,3.236,5.020,5.400,5.700,,
Inaproveitáveis,450,510,490,500,560,600,982,1.000,1.080,1.200,,
,,,,,,,,,,,,
