"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
,,,,,,,,,,,,
Araruna,Roxa,Mecanizada,11.570,16.549,17.218,16.356,17.500,28.400,28.400,31.400,35.170,40.290
,Mecanizável,9.091,14.462,13.361,12.279,12.279,23.100,23.100,24.800,26.800,30.280,
,Não Mecanizável,6.198,11.157,11.708,10.888,11.200,14.800,14.800,15.700,16.400,19.000,
,Inaproveitáveis,1.082,1.452,1.500,1.440,1.900,3.000,3.000,3.600,3.800,4.300,
,,,,,,,,,,,,
,Mista,Mecanizada,8.834,14.818,13.085,12.561,14.793,22.120,23.440,26.500,32.000,34.950
,Mecanizável,7.335,11.290,11.000,10.520,11.782,19.600,20.700,23.000,25.700,28.270,
,Não Mecanizável,5.372,7.762,8.264,8.050,9.421,13.800,13.800,16.000,17.200,18.800,
,Inaproveitáveis,909,1.101,1.200,1.170,1.653,2.800,2.800,2.800,3.000,3.250,
,,,,,,,,,,,,
Araucária,Mista,Mecanizada,7.231,8.678,10.413,12.479,14.579,16.074,17.479,20.701,25.620,29.463
,Mecanizável,7.231,7.231,8.331,9.959,11.663,13.058,14.339,16.561,20.496,23.570,
,Não Mecanizável,2.149,2.273,2.893,3.471,3.905,4.380,6.446,7.039,8.711,10.017,
,Inaproveitáveis,215,250,521,620,703,777,3.843,4.554,5.636,6.482,
,,,,,,,,,,,,
Ariranha do Ivaí,Mista,Mecanizada,6.360,7.059,7.765,7.765,8.224,9.457,13.662,16.394,18.300,24.300
,Mecanizável,4.420,4.860,5.346,5.346,5.662,6.511,8.834,9.141,14.400,21.500,
,Não Mecanizável,2.745,3.015,3.317,3.316,3.512,4.038,7.240,7.095,8.500,10.700,
,Inaproveitáveis,1.440,1.580,1.738,1.738,1.841,2.117,2.477,3.370,3.500,4.500,
,,,,,,,,,,,,
Assaí,Roxa,Mecanizada,10.124,11.240,11.570,12.025,13.306,14.256,15.702,17.355,24.380,26.818
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,6.080,6.281,6.322,6.529,7.025,7.438,8.264,9.091,11.157,12.496,
,Inaproveitáveis,1.012,1.045,1.045,1.066,1.157,1.226,1.410,1.565,1.673,2.000,
,,,,,,,,,,,,
"AssisChateaubriand",Roxa,Mecanizada,11.570,13.224,13.224,22.933,24.467,24.647,27.200,32.000,38.400,42.240
Mecanizável,11.570,13.224,13.224,18.652,20.144,20.144,22.158,24.942,28.800,31.680,,
Não Mecanizável,7.300,7.800,7.800,9.174,9.907,9.907,10.897,14.500,17.500,22.300,,
Inaproveitáveis,4.000,4.800,4.800,7.645,8.256,8.256,7.347,7.200,7.500,8.600,,
,,,,,,,,,,,,
