"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Bandeirantes,Roxa,Mecanizada,10.124,11.240,11.570,11.983,13.223,14.256,15.702,17.355,24.793,27.520
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,6.080,6.281,6.322,6.488,7.025,7.438,8.264,9.091,11.983,13.428,
,Inaproveitáveis,1.012,1.045,1.045,1.066,1.116,1.183,1.337,1.470,1.859,2.149,
,,,,,,,,,,,,
Barbosa Ferraz,Roxa,Mecanizada,13.802,16.529,19.215,17.869,18.800,23.000,23.000,35.000,45.000,47.000
,Mecanizável,8.430,10.362,9.607,9.026,10.030,15.000,15.000,29.000,40.000,42.000,
,Não Mecanizável,6.777,6.777,7.000,6.720,6.800,7.800,8.265,13.000,13.000,14.000,
,Inaproveitáveis,1.240,1.240,1.320,1.255,1.300,5.000,5.000,4.500,4.500,5.000,
,,,,,,,,,,,,
Barra do Jacaré,Roxa,Mecanizada,10.868,14.463,12.083,12.083,13.049,13.223,13.689,14.638,16.529,20.661
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,5.372,6.612,5.523,5.523,5.965,6.025,6.649,6.672,8.264,10.355,
,Inaproveitáveis,1.400,1.736,1.449,1.449,1.565,1.581,1.621,1.751,1.908,2.275,
,,,,,,,,,,,,
Barracão,Mista,Mecanizada,10.000,13.000,14.880,15.000,16.000,18.000,24.000,30.000,31.000,37.000
,Mecanizável,6.500,10.000,10.000,10.000,10.600,15.000,20.000,24.000,26.000,31.000,
,Não Mecanizável,4.000,5.000,5.300,6.200,6.700,7.200,12.000,12.500,12.800,15.000,
,Inaproveitáveis,800,1.000,1.100,1.100,1.200,1.300,1.440,2.000,2.000,2.500,
,,,,,,,,,,,,
"Bela Vista daCaroba",Mista,Mecanizada,10.500,14.500,16.000,16.000,17.800,24.000,27.000,33.000,35.000,41.000
,Mecanizável,,,,10.000,11.000,21.000,21.600,26.400,28.000,32.000,
,Não Mecanizável,4.100,5.500,6.000,6.000,6.500,7.000,10.000,12.000,12.400,15.000,
,Inaproveitáveis,870,1.100,1.100,1.230,1.300,1.400,1.620,2.000,2.000,2.300,
,,,,,,,,,,,,
"Bela vista doParaíso",Roxa,Mecanizada,9.500,10.750,12.470,12.470,13.280,14.080,14.080,31.000,35.120,41.000
Mecanizável,9.100,10.200,11.800,11.800,12.570,13.330,13.330,23.250,26.340,30.750,,
Não Mecanizável,5.800,6.500,7.540,7.540,8.030,8.517,8.517,15.500,17.560,20.500,,
Inaproveitáveis,4.500,5.050,5.850,5.850,5.950,6.310,6.310,7.750,7.750,9.000,,
,,,,,,,,,,,,
Mista,Mecanizada,9.100,10.750,12.470,12.470,13.280,14.080,14.080,24.800,28.096,33.000,
Mecanizável,8.700,10.200,11.800,11.800,12.570,13.330,13.330,18.600,21.072,24.000,,
Não Mecanizável,5.800,6.500,7.540,7.540,8.030,8.517,8.517,11.160,14.048,16.500,,
Inaproveitáveis,4.500,5.050,5.850,5.850,5.950,5.950,5.950,7.440,7.024,8.000,,
,,,,,,,,,,,,
