Unnamed: 0,Mecanizada,1.859,1.900,1.200,2.000,3.668,6.200,10.000,10.000.1,9.132
Três Barras do,Mecanizável,-,-,1.000,1.800,2.700,4.340,8.000,8.000,6.850
MistaParaná,Não Mecanizável,1.240,1.200,800,800,1.926,3.100,3.500,4.200,4.132
,Inaproveitáveis,785,780,400,400,1.300,1.240,2.500,2.500,3.512
