Unnamed: 0,Unnamed: 1,Mecanizada,1.630,1.000,1.300,1.300.1,2.100,3.622,9.504,9.000,7.000
,,Mecanizável,743,650,850,850,1.200,2.877,7.500,7.500,5.600
,Mista,,,,,,,,,,
,,Não Mecanizável,350,350,350,350,450,1.209,2.500,2.500,2.000
,,Inaproveitáveis,160,150,150,150,230,594,800,800,700
São João do,,,,,,,,,,,
Triunfo,,,,,,,,,,,
,,Mecanizada,1.400,1.000,1.300,1.300,2.000,3.580,8.677,8.500,6.000
,,Mecanizável,620,600,750,750,1.100,2.844,7.200,7.000,4.900
,Arenosa,,,,,,,,,,
,,Não Mecanizável,300,340,350,350,450,1.075,2.200,2.200,1.800
,,Inaproveitáveis,150,140,140,140,200,492,800,800,600
