Unnamed: 0,Unnamed: 1,Mecanizada,9.500,10.750,12.470,12.470.1,13.280,14.080,14.080.1,31.000,35.120,41.000
,,Mecanizável,9.100,10.200,11.800,11.800,12.570,13.330,13.330,23.250,26.340,30.750
,Roxa,,,,,,,,,,,
,,Não Mecanizável,5.800,6.500,7.540,7.540,8.030,8.517,8.517,15.500,17.560,20.500
,,Inaproveitáveis,4.500,5.050,5.850,5.850,5.950,6.310,6.310,7.750,7.750,9.000
Bela vista do,,,,,,,,,,,,
Paraíso,,,,,,,,,,,,
,,Mecanizada,9.100,10.750,12.470,12.470,13.280,14.080,14.080,24.800,28.096,33.000
,,Mecanizável,8.700,10.200,11.800,11.800,12.570,13.330,13.330,18.600,21.072,24.000
,Mista,,,,,,,,,,,
,,Não Mecanizável,5.800,6.500,7.540,7.540,8.030,8.517,8.517,11.160,14.048,16.500
,,Inaproveitáveis,4.500,5.050,5.850,5.850,5.950,5.950,5.950,7.440,7.024,8.000
