"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
"São Pedro doIguaçu",Roxa,Mecanizada,13.950,14.462,14.462,22.900,24.732,25.206,27.726,35.000,36.900,40.590
,Mecanizável,12.823,14.200,14.200,18.600,20.088,20.950,23.045,26.800,27.600,30.360,
,Não Mecanizável,6.200,10.330,10.330,9.200,9.936,13.429,14.771,18.590,18.600,20.460,
,Inaproveitáveis,5.230,7.000,7.000,7.700,8.316,9.976,8.657,8.300,7.200,8.700,
,,,,,,,,,,,,
São Pedro do Ivaí,Roxa,Mecanizada,7.040,8.000,8.800,8.800,9.320,10.718,15.484,19.891,29.600,31.900
,Mecanizável,4.956,5.300,5.830,5.830,6.175,7.101,9.634,10.350,23.600,29.500,
,Não Mecanizável,3.240,3.500,3.850,3.850,4.078,4.689,6.725,7.405,15.200,20.300,
,Inaproveitáveis,1.700,1.800,1.980,1.980,2.097,2.411,2.821,3.995,5.100,7.000,
,,,,,,,,,,,,
"São Pedro doParaná",Arenosa,Mecanizada,3.525,4.600,5.100,5.406,5.940,7.450,9.500,10.545,14.600,22.727
,Mecanizável,3.174,3.530,4.488,4.757,5.168,6.460,7.855,8.720,11.050,19.090,
,Não Mecanizável,1.586,2.860,2.783,2.950,3.237,4.046,4.920,5.465,7.600,10.454,
,Inaproveitáveis,1.340,1.890,2.115,2.242,2.463,3.072,3.736,4.146,4.436,6.636,
,,,,,,,,,,,,
"São Sebastião daAmoreira",Roxa,Mecanizada,10.950,12.397,12.810,13.306,14.463,15.702,17.562,19.628,26.466,29.091
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,6.157,6.446,6.488,6.694,7.231,7.851,8.884,9.917,12.809,14.463,
,Inaproveitáveis,1.095,1.136,1.140,1.161,1.178,1.240,1.446,1.590,1.921,2.459,
,,,,,,,,,,,,
São Tomé,Roxa,Mecanizada,11.200,14.000,15.500,16.525,17.355,19.421,24.793,33.058,33.058,40.000
Mecanizável,10.500,11.000,11.000,11.000,11.000,12.397,16.860,22.479,22.479,,,
Não Mecanizável,,,,,,,9.421,12.562,12.562,20.000,,
Inaproveitáveis,,,,,,,,,4.960,8.000,,
,,,,,,,,,,,,
Mista,Mecanizada,9.900,12.000,12.400,14.400,14.400,16.529,20.661,22.479,24.793,30.000,
Mecanizável,8.900,10.000,9.000,9.000,9.000,10.331,13.430,17.355,17.355,,,
Não Mecanizável,,6.500,6.500,6.500,6.500,7.025,9.298,11.157,11.157,15.000,,
Inaproveitáveis,,,,,,,,,,,,
,,,,,,,,,,,,
Arenosa,Mecanizada,8.900,9.500,9.500,10.330,12.396,13.636,16.529,22.727,22.727,27.500,
Mecanizável,8.000,8.200,7.500,7.500,7.500,9.091,13.388,16.136,16.136,13.750,,
Não Mecanizável,,5.500,5.500,5.500,5.500,6.198,7.380,10.682,10.682,,,
Inaproveitáveis,,,,,,,,,,,,
,,,,,,,,,,,,
