"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Bituruna,Mista,Mecanizada,3.800,4.100,4.100,4.100,5.000,6.200,6.200,12.000,12.390,13.250
,Mecanizável,1.500,2.600,2.600,2.600,3.000,4.100,4.100,8.000,8.264,9.100,
,Não Mecanizável,1.000,1.250,1.250,1.250,1.250,1.650,1.650,4.000,4.500,5.000,
,Inaproveitáveis,160,250,250,250,300,350,947,1.000,1.050,1.500,
,,,,,,,,,,,,
Boa Esperança,Roxa,Mecanizada,10.692,20.661,24.544,23.562,25.500,29.420,30.891,42.768,48.500,58.000
,Mecanizável,7.386,16.528,16.924,16.416,18.000,25.007,26.257,36.352,38.800,49.300,
,Não Mecanizável,4.752,8.264,8.200,8.692,9.500,12.100,12.100,14.500,16.524,20.000,
,Inaproveitáveis,1.178,1.351,1.380,1.331,1.380,3.500,4.000,4.000,4.500,4.800,
,,,,,,,,,,,,
,Mista,Mecanizada,8.006,17.641,18.042,17.193,18.210,22.500,22.500,36.352,39.987,46.400
,Mecanizável,5.992,14.837,15.000,14.250,15.150,19.325,19.325,30.899,31.990,39.400,
,Não Mecanizável,3.771,6.198,7.000,6.790,7.300,11.500,11.500,12.000,13.000,14.000,
,Inaproveitáveis,909,1.101,1.251,1.100,1.280,3.000,3.000,3.500,4.000,4.000,
,,,,,,,,,,,,
"Boa Esperançado Iguaçu",Mista,Mecanizada,10.000,13.750,15.504,16.500,18.600,21.000,28.000,34.000,36.000,42.000
,Mecanizável,,,,,,,22.400,27.200,28.000,32.000,
,Não Mecanizável,4.800,5.800,6.000,6.000,7.500,8.000,8.200,10.800,11.500,16.000,
,Inaproveitáveis,900,1.160,1.160,1.160,1.250,1.400,1.680,2.000,2.000,2.500,
,,,,,,,,,,,,
"Boa Ventura deSão Roque",Mista,Mecanizada,6.320,6.900,7.590,7.590,8.039,9.244,13.354,16.025,19.200,23.900
,Mecanizável,4.420,4.860,5.346,5.346,5.662,6.511,8.834,9.141,14.600,18.500,
,Não Mecanizável,2.682,2.948,3.243,3.242,3.434,3.949,6.488,6.510,8.400,10.500,
,Inaproveitáveis,1.440,1.580,1.738,1.738,1.841,2.117,2.477,3.350,3.800,4.400,
,,,,,,,,,,,,
"Boa Vista daAparecida",Mista,Mecanizada,11.570,17.067,20.661,20.661,20.661,20.661,24.800,29.092,29.092,31.128
,Mecanizável,8.300,12.244,14.500,14.500,16.500,16.500,18.595,21.813,21.813,23.339,
,Não Mecanizável,5.800,8.556,6.200,6.200,7.440,9.090,12.000,14.076,17.000,18.190,
,Inaproveitáveis,3.700,6.800,6.200,6.200,6.200,7.025,7.025,8.240,5.550,5.938,
,,,,,,,,,,,,
Bocaiúva do Sul,Mista,Mecanizada,2.992,3.471,3.992,4.711,4.990,5.579,6.074,7.235,11.570,13.017
Mecanizável,2.992,2.992,3.193,3.719,3.992,4.471,4.917,5.788,9.256,10.413,,
Não Mecanizável,564,599,744,826,893,1.000,1.983,2.460,3.934,4.426,,
Inaproveitáveis,66,80,120,145,144,165,1.157,1.592,2.545,2.864,,
,,,,,,,,,,,,
